prop,seed,test_lang,structure,pos_idx,en_role,nl_role,en_frac,nl_frac,neither_frac,n
0.75,3,nl,obj_pp,3,part,det,0.0,0.0018083182640144665,0.9981916817359855,7189
0.75,3,nl,obj_pp,4,det,noun,0.9981916817359855,0.0018083182640144665,0.0,7189
0.75,3,nl,obj_pp,5,noun,prep,0.9981916817359855,0.0018083182640144665,0.0,7189
0.75,3,nl,obj_pp,6,prep,det,0.9981916817359855,0.0018083182640144665,0.0,7189
0.75,3,nl,obj_pp,7,det,noun,0.9981916817359855,0.0018083182640144665,0.0,7189
0.75,3,nl,obj_pp,8,noun,part,0.9981916817359855,0.0018083182640144665,0.0,7189
0.75,3,en,subj_rc,3,verb,det,0.9873961218836566,0.0,0.012603878116343491,7220
0.75,3,en,subj_rc,4,det,noun,1.0,0.0,0.0,7220
0.75,3,en,subj_rc,5,noun,verb,1.0,0.0,0.0,7220
0.75,3,en,subj_rc,7,part,det,1.0,0.0,0.0,7220
0.75,3,en,subj_rc,8,det,noun,1.0,0.0,0.0,7220
0.75,3,en,subj_rc,9,noun,part,1.0,0.0,0.0,7220
0.75,3,en,subj_pp,6,part,det,1.0,0.0,0.0,7055
0.75,3,en,subj_pp,7,det,noun,1.0,0.0,0.0,7055
0.75,3,en,subj_pp,8,noun,part,1.0,0.0,0.0,7055
0.75,3,en,obj_pp,3,part,det,0.9995820562830872,0.0,0.00041794371691278906,7178
0.75,3,en,obj_pp,4,det,noun,0.9998606854276957,0.0,0.00013931457230426304,7178
0.75,3,en,obj_pp,5,noun,prep,0.9998606854276957,0.00013931457230426304,0.0,7178
0.75,3,en,obj_pp,6,prep,det,0.9998606854276957,0.00013931457230426304,0.0,7178
0.75,3,en,obj_pp,7,det,noun,0.9998606854276957,0.00013931457230426304,0.0,7178
0.75,3,en,obj_pp,8,noun,part,0.9998606854276957,0.0,0.00013931457230426304,7178
0.75,3,nl,subj_rc,3,verb,det,0.002913025384935497,0.41018171729782216,0.5869052573172423,7209
0.75,3,nl,subj_rc,4,det,noun,0.45581911499514494,0.4157303370786517,0.12845054792620336,7209
0.75,3,nl,subj_rc,5,noun,verb,0.4492994867526703,0.4250242752115411,0.1256762380357886,7209
0.75,3,nl,subj_rc,7,part,det,0.0986267166042447,0.8795949507559995,0.02177833263975586,7209
0.75,3,nl,subj_rc,8,det,noun,0.01581356637536413,0.9628242474684422,0.021362186156193647,7209
0.75,3,nl,subj_rc,9,noun,part,0.0004161464835622139,0.9995838535164377,0.0,7209
0.75,3,nl,subj_pp,6,part,det,0.0,0.7193877551020408,0.28061224489795916,588
0.75,3,nl,subj_pp,7,det,noun,0.0782312925170068,0.7210884353741497,0.20068027210884354,588
0.75,3,nl,subj_pp,8,noun,part,0.0782312925170068,0.7210884353741497,0.20068027210884354,588
0.99,1,nl,subj_pp+obj_pp,6,part,det,0.0,1.0,0.0,7141
0.99,1,nl,subj_pp+obj_pp,7,det,noun,0.0,1.0,0.0,7141
0.99,1,nl,subj_pp+obj_pp,8,noun,prep,0.0,1.0,0.0,7141
0.99,1,nl,subj_pp+obj_pp,9,prep,det,0.0,1.0,0.0,7141
0.99,1,nl,subj_pp+obj_pp,10,det,noun,0.0,1.0,0.0,7141
0.99,1,nl,subj_pp+obj_pp,11,noun,part,0.0,1.0,0.0,7141
0.99,1,nl,subj_pp,6,part,det,0.0001645548790521639,0.8881026822445286,0.11173276287641928,6077
0.99,1,nl,subj_pp,7,det,noun,0.08820141517195985,0.8881026822445286,0.0236959025835116,6077
0.99,1,nl,subj_pp,8,noun,part,0.08836597005101202,0.8879381273654764,0.0236959025835116,6077
0.99,1,nl,obj_pp,3,part,det,0.0,1.0,0.0,7226
0.99,1,nl,obj_pp,4,det,noun,0.0,1.0,0.0,7226
0.99,1,nl,obj_pp,5,noun,prep,0.0,1.0,0.0,7226
0.99,1,nl,obj_pp,6,prep,det,0.0,1.0,0.0,7226
0.99,1,nl,obj_pp,7,det,noun,0.0,1.0,0.0,7226
0.99,1,nl,obj_pp,8,noun,part,0.0,1.0,0.0,7226
0.99,1,en,subj_pp,6,part,det,1.0,0.0,0.0,7077
0.99,1,en,subj_pp,7,det,noun,1.0,0.0,0.0,7077
0.99,1,en,subj_pp,8,noun,part,1.0,0.0,0.0,7077
0.99,1,en,plain,3,part,det,1.0,0.0,0.0,7165
0.99,1,en,plain,4,det,noun,1.0,0.0,0.0,7165
0.99,1,en,plain,5,noun,part,1.0,0.0,0.0,7165
0.99,1,en,subj_rc,3,verb,det,0.9876969864528615,0.0,0.012303013547138513,7234
0.99,1,en,subj_rc,4,det,noun,1.0,0.0,0.0,7234
0.99,1,en,subj_rc,5,noun,verb,1.0,0.0,0.0,7234
0.99,1,en,subj_rc,7,part,det,1.0,0.0,0.0,7234
0.99,1,en,subj_rc,8,det,noun,1.0,0.0,0.0,7234
0.99,1,en,subj_rc,9,noun,part,1.0,0.0,0.0,7234
0.99,1,nl,plain,3,part,det,0.0,0.9977641140301845,0.0022358859698155395,7156
0.99,1,nl,plain,4,det,noun,0.0,0.9988820570150923,0.0011179429849077697,7156
0.99,1,nl,plain,5,noun,part,0.0,1.0,0.0,7156
0.99,1,en,obj_pp,3,part,det,1.0,0.0,0.0,7212
0.99,1,en,obj_pp,4,det,noun,1.0,0.0,0.0,7212
0.99,1,en,obj_pp,5,noun,prep,1.0,0.0,0.0,7212
0.99,1,en,obj_pp,6,prep,det,1.0,0.0,0.0,7212
0.99,1,en,obj_pp,7,det,noun,1.0,0.0,0.0,7212
0.99,1,en,obj_pp,8,noun,part,1.0,0.0,0.0,7212
0.99,1,en,subj_pp+obj_pp,6,part,det,1.0,0.0,0.0,7167
0.99,1,en,subj_pp+obj_pp,7,det,noun,1.0,0.0,0.0,7167
0.99,1,en,subj_pp+obj_pp,8,noun,prep,1.0,0.0,0.0,7167
0.99,1,en,subj_pp+obj_pp,9,prep,det,1.0,0.0,0.0,7167
0.99,1,en,subj_pp+obj_pp,10,det,noun,1.0,0.0,0.0,7167
0.99,1,en,subj_pp+obj_pp,11,noun,part,1.0,0.0,0.0,7167
0.99,1,nl,subj_rc,3,verb,det,0.0,0.43306651945901187,0.5669334805409881,7246
0.99,1,nl,subj_rc,4,det,noun,0.5059343085840464,0.4729505934308584,0.021115097985095223,7246
0.99,1,nl,subj_rc,5,noun,verb,0.47653878001656086,0.5222191553960805,0.0012420645873585426,7246
0.99,1,nl,subj_rc,7,part,det,0.0,0.9990339497653878,0.0009660502346121999,7246
0.99,1,nl,subj_rc,8,det,noun,0.0001380071763731714,0.9995859784708805,0.0002760143527463428,7246
0.99,1,nl,subj_rc,9,noun,part,0.0001380071763731714,0.9997239856472536,0.0001380071763731714,7246
0.99,1,en,obj_rc,3,part,det,1.0,0.0,0.0,7137
0.99,1,en,obj_rc,4,det,noun,1.0,0.0,0.0,7137
0.99,1,en,obj_rc,5,noun,rel,1.0,0.0,0.0,7137
0.99,1,en,obj_rc,6,rel,det,1.0,0.0,0.0,7137
0.99,1,en,obj_rc,7,verb,noun,0.9878100042034468,0.0,0.012189995796553174,7137
0.99,1,en,obj_rc,8,det,verb,1.0,0.0,0.0,7137
0.99,1,en,obj_rc,9,noun,part,1.0,0.0,0.0,7137
0.99,1,nl,obj_rc,3,part,det,0.0,1.0,0.0,7165
0.99,1,nl,obj_rc,4,det,noun,0.0,1.0,0.0,7165
0.99,1,nl,obj_rc,5,noun,rel,0.0,1.0,0.0,7165
0.99,1,nl,obj_rc,6,rel,det,0.0,1.0,0.0,7165
0.99,1,nl,obj_rc,7,verb,noun,0.0,1.0,0.0,7165
0.99,1,nl,obj_rc,8,det,verb,0.0,1.0,0.0,7165
0.99,1,nl,obj_rc,9,noun,part,0.0,1.0,0.0,7165
0.99,2,en,subj_rc,3,verb,det,0.9879300776914539,0.0,0.01206992230854606,7208
0.99,2,en,subj_rc,4,det,noun,1.0,0.0,0.0,7208
0.99,2,en,subj_rc,5,noun,verb,1.0,0.0,0.0,7208
0.99,2,en,subj_rc,7,part,det,1.0,0.0,0.0,7208
0.99,2,en,subj_rc,8,det,noun,1.0,0.0,0.0,7208
0.99,2,en,subj_rc,9,noun,part,1.0,0.0,0.0,7208
0.99,2,en,obj_rc,3,part,det,1.0,0.0,0.0,7231
0.99,2,en,obj_rc,4,det,noun,1.0,0.0,0.0,7231
0.99,2,en,obj_rc,5,noun,rel,1.0,0.0,0.0,7231
0.99,2,en,obj_rc,6,rel,det,1.0,0.0,0.0,7231
0.99,2,en,obj_rc,7,verb,noun,0.988659936385009,0.0,0.01134006361499101,7231
0.99,2,en,obj_rc,8,det,verb,1.0,0.0,0.0,7231
0.99,2,en,obj_rc,9,noun,part,1.0,0.0,0.0,7231
0.99,2,en,subj_pp,6,part,det,1.0,0.0,0.0,7041
0.99,2,en,subj_pp,7,det,noun,1.0,0.0,0.0,7041
0.99,2,en,subj_pp,8,noun,part,1.0,0.0,0.0,7041
0.99,2,nl,subj_pp+obj_pp,6,part,det,0.0,1.0,0.0,7125
0.99,2,nl,subj_pp+obj_pp,7,det,noun,0.0,1.0,0.0,7125
0.99,2,nl,subj_pp+obj_pp,8,noun,prep,0.0,1.0,0.0,7125
0.99,2,nl,subj_pp+obj_pp,9,prep,det,0.0,1.0,0.0,7125
0.99,2,nl,subj_pp+obj_pp,10,det,noun,0.0,1.0,0.0,7125
0.99,2,nl,subj_pp+obj_pp,11,noun,part,0.0,1.0,0.0,7125
0.99,2,nl,subj_pp,6,part,det,0.0,0.8913100551325808,0.10868994486741927,3809
0.99,2,nl,subj_pp,7,det,noun,0.0,0.8913100551325808,0.10868994486741927,3809
0.99,2,nl,subj_pp,8,noun,part,0.0,0.8920976634287214,0.10790233657127855,3809
0.99,2,nl,obj_pp,3,part,det,0.0022148394241417496,0.3910575858250277,0.6067275747508306,7224
0.99,2,nl,obj_pp,4,det,noun,0.6089424141749723,0.3910575858250277,0.0,7224
0.99,2,nl,obj_pp,5,noun,prep,0.6089424141749723,0.3910575858250277,0.0,7224
0.99,2,nl,obj_pp,6,prep,det,0.6089424141749723,0.3910575858250277,0.0,7224
0.99,2,nl,obj_pp,7,det,noun,0.6089424141749723,0.3910575858250277,0.0,7224
0.99,2,nl,obj_pp,8,noun,part,0.6089424141749723,0.3910575858250277,0.0,7224
0.99,2,nl,plain,3,part,det,0.8575075075075075,0.04834834834834835,0.09414414414414414,6660
0.99,2,nl,plain,4,det,noun,0.8815315315315315,0.04864864864864865,0.06981981981981981,6660
0.99,2,nl,plain,5,noun,part,0.8794294294294295,0.09594594594594595,0.024624624624624624,6660
0.99,2,en,plain,3,part,det,1.0,0.0,0.0,7176
0.99,2,en,plain,4,det,noun,1.0,0.0,0.0,7176
0.99,2,en,plain,5,noun,part,1.0,0.0,0.0,7176
0.99,2,nl,subj_rc,3,verb,det,0.0,0.8374827109266944,0.16251728907330568,7230
0.99,2,nl,subj_rc,4,det,noun,0.15933609958506223,0.8378976486860304,0.0027662517289073307,7230
0.99,2,nl,subj_rc,5,noun,verb,0.1322268326417704,0.8647302904564316,0.0030428769017980637,7230
0.99,2,nl,subj_rc,7,part,det,0.00013831258644536652,0.9987551867219917,0.0011065006915629322,7230
0.99,2,nl,subj_rc,8,det,noun,0.0,1.0,0.0,7230
0.99,2,nl,subj_rc,9,noun,part,0.0,1.0,0.0,7230
0.99,2,nl,obj_rc,3,part,det,0.02736111111111111,0.6965277777777777,0.2761111111111111,7200
0.99,2,nl,obj_rc,4,det,noun,0.02875,0.6983333333333334,0.27291666666666664,7200
0.99,2,nl,obj_rc,5,noun,rel,0.02847222222222222,0.69875,0.2727777777777778,7200
0.99,2,nl,obj_rc,6,rel,det,0.027916666666666666,0.6988888888888889,0.27319444444444446,7200
0.99,2,nl,obj_rc,7,verb,noun,0.0,0.6988888888888889,0.3011111111111111,7200
0.99,2,nl,obj_rc,8,det,verb,0.06263888888888888,0.9368055555555556,0.0005555555555555556,7200
0.99,2,nl,obj_rc,9,noun,part,0.059583333333333335,0.9370833333333334,0.0033333333333333335,7200
0.99,2,en,subj_pp+obj_pp,6,part,det,1.0,0.0,0.0,7166
0.99,2,en,subj_pp+obj_pp,7,det,noun,1.0,0.0,0.0,7166
0.99,2,en,subj_pp+obj_pp,8,noun,prep,1.0,0.0,0.0,7166
0.99,2,en,subj_pp+obj_pp,9,prep,det,1.0,0.0,0.0,7166
0.99,2,en,subj_pp+obj_pp,10,det,noun,1.0,0.0,0.0,7166
0.99,2,en,subj_pp+obj_pp,11,noun,part,1.0,0.0,0.0,7166
0.99,2,en,obj_pp,3,part,det,1.0,0.0,0.0,7170
0.99,2,en,obj_pp,4,det,noun,1.0,0.0,0.0,7170
0.99,2,en,obj_pp,5,noun,prep,1.0,0.0,0.0,7170
0.99,2,en,obj_pp,6,prep,det,1.0,0.0,0.0,7170
0.99,2,en,obj_pp,7,det,noun,1.0,0.0,0.0,7170
0.99,2,en,obj_pp,8,noun,part,1.0,0.0,0.0,7170
0.99,3,nl,subj_pp,6,part,det,0.0,0.7798259088581669,0.2201740911418331,3906
0.99,3,nl,subj_pp,7,det,noun,0.1251920122887865,0.873015873015873,0.0017921146953405018,3906
0.99,3,nl,subj_pp,8,noun,part,0.1251920122887865,0.8748079877112135,0.0,3906
0.99,3,nl,subj_pp+obj_pp,6,part,det,0.0,1.0,0.0,7186
0.99,3,nl,subj_pp+obj_pp,7,det,noun,0.0,1.0,0.0,7186
0.99,3,nl,subj_pp+obj_pp,8,noun,prep,0.0,1.0,0.0,7186
0.99,3,nl,subj_pp+obj_pp,9,prep,det,0.0,1.0,0.0,7186
0.99,3,nl,subj_pp+obj_pp,10,det,noun,0.0,1.0,0.0,7186
0.99,3,nl,subj_pp+obj_pp,11,noun,part,0.0,1.0,0.0,7186
0.99,3,nl,obj_rc,3,part,det,0.0018146286990508096,0.3389168062534897,0.6592685650474596,7164
0.99,3,nl,obj_rc,4,det,noun,0.6592685650474596,0.3391959798994975,0.0015354550530429928,7164
0.99,3,nl,obj_rc,5,noun,rel,0.6511725293132329,0.3479899497487437,0.0008375209380234506,7164
0.99,3,nl,obj_rc,6,rel,det,0.001256281407035176,0.3479899497487437,0.6507537688442211,7164
0.99,3,nl,obj_rc,7,verb,noun,0.0,0.3479899497487437,0.6520100502512562,7164
0.99,3,nl,obj_rc,8,det,verb,0.00027917364600781687,0.9865996649916248,0.013121161362367392,7164
0.99,3,nl,obj_rc,9,noun,part,0.00027917364600781687,0.998464544946957,0.001256281407035176,7164
0.99,3,nl,plain,3,part,det,0.03992637689367125,0.952286563783095,0.007787059323233753,7063
0.99,3,nl,plain,4,det,noun,0.047005521732974655,0.9527113124734532,0.0002831657935721365,7063
0.99,3,nl,plain,5,noun,part,0.04530652697154184,0.9539855585445278,0.0007079144839303412,7063
0.99,3,en,subj_pp+obj_pp,6,part,det,1.0,0.0,0.0,7125
0.99,3,en,subj_pp+obj_pp,7,det,noun,1.0,0.0,0.0,7125
0.99,3,en,subj_pp+obj_pp,8,noun,prep,1.0,0.0,0.0,7125
0.99,3,en,subj_pp+obj_pp,9,prep,det,1.0,0.0,0.0,7125
0.99,3,en,subj_pp+obj_pp,10,det,noun,1.0,0.0,0.0,7125
0.99,3,en,subj_pp+obj_pp,11,noun,part,1.0,0.0,0.0,7125
0.99,3,en,obj_rc,3,part,det,1.0,0.0,0.0,7201
0.99,3,en,obj_rc,4,det,noun,1.0,0.0,0.0,7201
0.99,3,en,obj_rc,5,noun,rel,1.0,0.0,0.0,7201
0.99,3,en,obj_rc,6,rel,det,1.0,0.0,0.0,7201
0.99,3,en,obj_rc,7,verb,noun,0.988612692681572,0.0,0.011387307318427997,7201
0.99,3,en,obj_rc,8,det,verb,1.0,0.0,0.0,7201
0.99,3,en,obj_rc,9,noun,part,1.0,0.0,0.0,7201
0.99,3,en,plain,3,part,det,1.0,0.0,0.0,7210
0.99,3,en,plain,4,det,noun,1.0,0.0,0.0,7210
0.99,3,en,plain,5,noun,part,1.0,0.0,0.0,7210
0.99,3,nl,obj_pp,3,part,det,0.0002895613146083683,0.1508614449109599,0.8488489937744317,6907
0.99,3,nl,obj_pp,4,det,noun,0.8475459678586941,0.15158534819748082,0.000868683943825105,6907
0.99,3,nl,obj_pp,5,noun,prep,0.8475459678586941,0.15144056754017662,0.001013464601129289,6907
0.99,3,nl,obj_pp,6,prep,det,0.8475459678586941,0.15158534819748082,0.000868683943825105,6907
0.99,3,nl,obj_pp,7,det,noun,0.8479803098306067,0.151730128854785,0.0002895613146083683,6907
0.99,3,nl,obj_pp,8,noun,part,0.8479803098306067,0.15042710293904735,0.0015925872303460258,6907
0.99,3,en,subj_rc,3,verb,det,0.9873961218836566,0.0,0.012603878116343491,7220
0.99,3,en,subj_rc,4,det,noun,1.0,0.0,0.0,7220
0.99,3,en,subj_rc,5,noun,verb,1.0,0.0,0.0,7220
0.99,3,en,subj_rc,7,part,det,1.0,0.0,0.0,7220
0.99,3,en,subj_rc,8,det,noun,1.0,0.0,0.0,7220
0.99,3,en,subj_rc,9,noun,part,1.0,0.0,0.0,7220
0.99,3,en,subj_pp,6,part,det,1.0,0.0,0.0,7055
0.99,3,en,subj_pp,7,det,noun,1.0,0.0,0.0,7055
0.99,3,en,subj_pp,8,noun,part,1.0,0.0,0.0,7055
0.99,3,en,obj_pp,3,part,det,1.0,0.0,0.0,7179
0.99,3,en,obj_pp,4,det,noun,1.0,0.0,0.0,7179
0.99,3,en,obj_pp,5,noun,prep,1.0,0.0,0.0,7179
0.99,3,en,obj_pp,6,prep,det,1.0,0.0,0.0,7179
0.99,3,en,obj_pp,7,det,noun,1.0,0.0,0.0,7179
0.99,3,en,obj_pp,8,noun,part,1.0,0.0,0.0,7179
0.99,3,nl,subj_rc,3,verb,det,0.0,0.020461772431909303,0.9795382275680907,7233
0.99,3,nl,subj_rc,4,det,noun,0.11433706622424997,0.02377989769113784,0.8618830360846121,7233
0.99,3,nl,subj_rc,5,noun,verb,0.03442554956449606,0.7782386285082262,0.18733582192727777,7233
0.99,3,nl,subj_rc,7,part,det,0.05295174892852205,0.8434950919397207,0.10355315913175722,7233
0.99,3,nl,subj_rc,8,det,noun,0.03456380478363058,0.9646066639015622,0.0008295313148071339,7233
0.99,3,nl,subj_rc,9,noun,part,0.02778929904603899,0.9662657265311766,0.00594497442278446,7233
0.9,1,nl,subj_pp+obj_pp,6,part,det,0.0,1.0,0.0,7141
0.9,1,nl,subj_pp+obj_pp,7,det,noun,0.0,1.0,0.0,7141
0.9,1,nl,subj_pp+obj_pp,8,noun,prep,0.0,1.0,0.0,7141
0.9,1,nl,subj_pp+obj_pp,9,prep,det,0.0,1.0,0.0,7141
0.9,1,nl,subj_pp+obj_pp,10,det,noun,0.0,1.0,0.0,7141
0.9,1,nl,subj_pp+obj_pp,11,noun,part,0.0,1.0,0.0,7141
0.9,1,nl,subj_pp,6,part,det,0.0,0.9222827645540579,0.07771723544594207,6974
0.9,1,nl,subj_pp,7,det,noun,0.0,0.9212790364209923,0.07872096357900775,6974
0.9,1,nl,subj_pp,8,noun,part,0.0,0.9264410668196157,0.07355893318038428,6974
0.9,1,nl,obj_pp,3,part,det,0.03471983499484359,0.9389824682021313,0.026297696803025093,5818
0.9,1,nl,obj_pp,4,det,noun,0.04193881058783087,0.9396699896871777,0.018391199724991408,5818
0.9,1,nl,obj_pp,5,noun,prep,0.03798556204881402,0.962014437951186,0.0,5818
0.9,1,nl,obj_pp,6,prep,det,0.03798556204881402,0.962014437951186,0.0,5818
0.9,1,nl,obj_pp,7,det,noun,0.03798556204881402,0.962014437951186,0.0,5818
0.9,1,nl,obj_pp,8,noun,part,0.03798556204881402,0.962014437951186,0.0,5818
0.9,1,en,subj_pp,6,part,det,1.0,0.0,0.0,7077
0.9,1,en,subj_pp,7,det,noun,1.0,0.0,0.0,7077
0.9,1,en,subj_pp,8,noun,part,1.0,0.0,0.0,7077
0.9,1,en,plain,3,part,det,1.0,0.0,0.0,7165
0.9,1,en,plain,4,det,noun,1.0,0.0,0.0,7165
0.9,1,en,plain,5,noun,part,1.0,0.0,0.0,7165
0.9,1,en,subj_rc,3,verb,det,0.9876969864528615,0.0,0.012303013547138513,7234
0.9,1,en,subj_rc,4,det,noun,1.0,0.0,0.0,7234
0.9,1,en,subj_rc,5,noun,verb,1.0,0.0,0.0,7234
0.9,1,en,subj_rc,7,part,det,1.0,0.0,0.0,7234
0.9,1,en,subj_rc,8,det,noun,1.0,0.0,0.0,7234
0.9,1,en,subj_rc,9,noun,part,1.0,0.0,0.0,7234
0.9,1,nl,plain,3,part,det,0.006885890949971894,0.9853850477796515,0.007729061270376616,7116
0.9,1,nl,plain,4,det,noun,0.008712759977515458,0.9853850477796515,0.005902192242833052,7116
0.9,1,nl,plain,5,noun,part,0.008712759977515458,0.9912872400224846,0.0,7116
0.9,1,en,obj_pp,3,part,det,1.0,0.0,0.0,7212
0.9,1,en,obj_pp,4,det,noun,1.0,0.0,0.0,7212
0.9,1,en,obj_pp,5,noun,prep,1.0,0.0,0.0,7212
0.9,1,en,obj_pp,6,prep,det,1.0,0.0,0.0,7212
0.9,1,en,obj_pp,7,det,noun,1.0,0.0,0.0,7212
0.9,1,en,obj_pp,8,noun,part,1.0,0.0,0.0,7212
0.9,1,en,subj_pp+obj_pp,6,part,det,1.0,0.0,0.0,7167
0.9,1,en,subj_pp+obj_pp,7,det,noun,1.0,0.0,0.0,7167
0.9,1,en,subj_pp+obj_pp,8,noun,prep,1.0,0.0,0.0,7167
0.9,1,en,subj_pp+obj_pp,9,prep,det,1.0,0.0,0.0,7167
0.9,1,en,subj_pp+obj_pp,10,det,noun,1.0,0.0,0.0,7167
0.9,1,en,subj_pp+obj_pp,11,noun,part,1.0,0.0,0.0,7167
0.9,1,nl,subj_rc,3,verb,det,0.0,0.9938846825859057,0.00611531741409435,6868
0.9,1,nl,subj_rc,4,det,noun,0.0005824111822947001,0.994175888177053,0.0052417006406523005,6868
0.9,1,nl,subj_rc,5,noun,verb,0.00014560279557367502,0.9975247524752475,0.0023296447291788003,6868
0.9,1,nl,subj_rc,7,part,det,0.0020384391380314504,0.9979615608619685,0.0,6868
0.9,1,nl,subj_rc,8,det,noun,0.0,0.9986895748398369,0.0013104251601630751,6868
0.9,1,nl,subj_rc,9,noun,part,0.0,1.0,0.0,6868
0.9,1,en,obj_rc,3,part,det,1.0,0.0,0.0,7137
0.9,1,en,obj_rc,4,det,noun,1.0,0.0,0.0,7137
0.9,1,en,obj_rc,5,noun,rel,1.0,0.0,0.0,7137
0.9,1,en,obj_rc,6,rel,det,1.0,0.0,0.0,7137
0.9,1,en,obj_rc,7,verb,noun,0.9878100042034468,0.0,0.012189995796553174,7137
0.9,1,en,obj_rc,8,det,verb,1.0,0.0,0.0,7137
0.9,1,en,obj_rc,9,noun,part,1.0,0.0,0.0,7137
0.9,1,nl,obj_rc,3,part,det,0.018741258741258742,0.9812587412587412,0.0,7150
0.9,1,nl,obj_rc,4,det,noun,0.00013986013986013986,0.9812587412587412,0.018601398601398603,7150
0.9,1,nl,obj_rc,5,noun,rel,0.00013986013986013986,0.9994405594405594,0.0004195804195804196,7150
0.9,1,nl,obj_rc,6,rel,det,0.0,0.9994405594405594,0.0005594405594405594,7150
0.9,1,nl,obj_rc,7,verb,noun,0.0,0.9994405594405594,0.0005594405594405594,7150
0.9,1,nl,obj_rc,8,det,verb,0.0,1.0,0.0,7150
0.9,1,nl,obj_rc,9,noun,part,0.0,1.0,0.0,7150
0.9,2,en,subj_rc,3,verb,det,0.9879300776914539,0.0,0.01206992230854606,7208
0.9,2,en,subj_rc,4,det,noun,1.0,0.0,0.0,7208
0.9,2,en,subj_rc,5,noun,verb,1.0,0.0,0.0,7208
0.9,2,en,subj_rc,7,part,det,1.0,0.0,0.0,7208
0.9,2,en,subj_rc,8,det,noun,1.0,0.0,0.0,7208
0.9,2,en,subj_rc,9,noun,part,1.0,0.0,0.0,7208
0.9,2,en,obj_rc,3,part,det,1.0,0.0,0.0,7231
0.9,2,en,obj_rc,4,det,noun,1.0,0.0,0.0,7231
0.9,2,en,obj_rc,5,noun,rel,1.0,0.0,0.0,7231
0.9,2,en,obj_rc,6,rel,det,1.0,0.0,0.0,7231
0.9,2,en,obj_rc,7,verb,noun,0.988659936385009,0.0,0.01134006361499101,7231
0.9,2,en,obj_rc,8,det,verb,1.0,0.0,0.0,7231
0.9,2,en,obj_rc,9,noun,part,1.0,0.0,0.0,7231
0.9,2,en,subj_pp,6,part,det,1.0,0.0,0.0,7041
0.9,2,en,subj_pp,7,det,noun,1.0,0.0,0.0,7041
0.9,2,en,subj_pp,8,noun,part,1.0,0.0,0.0,7041
0.9,2,nl,subj_pp+obj_pp,6,part,det,0.0,1.0,0.0,7125
0.9,2,nl,subj_pp+obj_pp,7,det,noun,0.0,1.0,0.0,7125
0.9,2,nl,subj_pp+obj_pp,8,noun,prep,0.0,1.0,0.0,7125
0.9,2,nl,subj_pp+obj_pp,9,prep,det,0.0,1.0,0.0,7125
0.9,2,nl,subj_pp+obj_pp,10,det,noun,0.0,1.0,0.0,7125
0.9,2,nl,subj_pp+obj_pp,11,noun,part,0.0,1.0,0.0,7125
0.9,2,nl,subj_pp,6,part,det,0.0,0.06530485917672547,0.9346951408232745,6462
0.9,2,nl,subj_pp,7,det,noun,0.030021665119158155,0.06530485917672547,0.9046734757041164,6462
0.9,2,nl,subj_pp,8,noun,part,0.030021665119158155,0.06530485917672547,0.9046734757041164,6462
0.9,2,nl,plain,3,part,det,0.46990323109726095,0.33426275217319995,0.19583401672953912,6097
0.9,2,nl,plain,4,det,noun,0.2614400524848286,0.33442676726258813,0.4041331802525832,6097
0.9,2,nl,plain,5,noun,part,0.2565195998031819,0.36886993603411516,0.374610464162703,6097
0.9,2,nl,obj_pp,3,part,det,0.11535246586792978,0.0009752020061298412,0.8836723321259403,7178
0.9,2,nl,obj_pp,4,det,noun,0.9831429367511841,0.016439119531903038,0.00041794371691278906,7178
0.9,2,nl,obj_pp,5,noun,prep,0.9831429367511841,0.016439119531903038,0.00041794371691278906,7178
0.9,2,nl,obj_pp,6,prep,det,0.9831429367511841,0.016439119531903038,0.00041794371691278906,7178
0.9,2,nl,obj_pp,7,det,noun,0.9831429367511841,0.016439119531903038,0.00041794371691278906,7178
0.9,2,nl,obj_pp,8,noun,part,0.9831429367511841,0.016857063248815828,0.0,7178
0.9,2,en,plain,3,part,det,1.0,0.0,0.0,7176
0.9,2,en,plain,4,det,noun,1.0,0.0,0.0,7176
0.9,2,en,plain,5,noun,part,1.0,0.0,0.0,7176
0.9,2,nl,subj_rc,3,verb,det,0.0,0.03821478382147838,0.9617852161785216,7170
0.9,2,nl,subj_rc,4,det,noun,0.9175732217573221,0.03821478382147838,0.04421199442119944,7170
0.9,2,nl,subj_rc,5,noun,verb,0.2810320781032078,0.6785216178521618,0.040446304044630406,7170
0.9,2,nl,subj_rc,7,part,det,0.03277545327754533,0.9598326359832636,0.007391910739191074,7170
0.9,2,nl,subj_rc,8,det,noun,0.0,0.9641562064156206,0.035843793584379356,7170
0.9,2,nl,subj_rc,9,noun,part,0.0,1.0,0.0,7170
0.9,2,nl,obj_rc,3,part,det,0.026187491294052095,0.12439058364674746,0.8494219250592004,7179
0.9,2,nl,obj_rc,4,det,noun,0.8620977852068533,0.12439058364674746,0.01351163114639922,7179
0.9,2,nl,obj_rc,5,noun,rel,0.8590332915447834,0.12773366764173283,0.013233040813483771,7179
0.9,2,nl,obj_rc,6,rel,det,0.7892464131494638,0.12787296280819055,0.08288062404234572,7179
0.9,2,nl,obj_rc,7,verb,noun,0.0001392951664577239,0.1303802758044296,0.8694804290291127,7179
0.9,2,nl,obj_rc,8,det,verb,0.0005571806658308956,0.9905279286808748,0.00891489065329433,7179
