prop,seed,test_lang,structure,pos,en_frac,n
0.9,2,en,obj_pp,part,1.0,7170
0.9,2,en,obj_pp,prep,0.9184797768479777,7170
0.9,2,nl,obj_pp,verb,0.0,60
0.9,2,nl,obj_rc,prep,0.0,2
0.9,2,nl,plain,verb,0.0,1
0.9,3,nl,subj_pp,aux,0.0,8287
0.9,3,nl,subj_pp,det,0.0,16833
0.9,3,nl,subj_pp,prep,0.08203942297103843,9081
0.9,3,nl,subj_pp,noun,0.008601010924506767,12266
0.9,3,nl,subj_pp,part,0.0,4047
0.9,3,nl,subj_pp+obj_pp,det,0.0,28744
0.9,3,nl,subj_pp+obj_pp,noun,0.010176036738101866,28744
0.9,3,nl,subj_pp+obj_pp,prep,0.0827650988032285,14372
0.9,3,nl,subj_pp+obj_pp,aux,0.0,7186
0.9,3,nl,subj_pp+obj_pp,part,0.0,7186
0.9,3,nl,obj_rc,aux,0.0,14266
0.9,3,nl,obj_rc,det,0.0,20848
0.9,3,nl,obj_rc,noun,0.01346370111208297,16006
0.9,3,nl,obj_rc,rel,0.0,5223
0.9,3,nl,obj_rc,verb,0.0,6813
0.9,3,nl,obj_rc,part,0.0,8144
0.9,3,nl,plain,part,0.0,12686
0.9,3,nl,plain,noun,0.008968609865470852,10704
0.9,3,nl,plain,aux,0.0,9081
0.9,3,nl,plain,det,0.0,9752
0.9,3,en,subj_pp+obj_pp,det,1.0,28500
0.9,3,en,subj_pp+obj_pp,noun,0.9897368421052631,28500
0.9,3,en,subj_pp+obj_pp,prep,0.9164210526315789,14250
0.9,3,en,subj_pp+obj_pp,aux,1.0,7125
0.9,3,en,subj_pp+obj_pp,part,1.0,7125
0.9,3,en,obj_rc,det,1.0,21603
0.9,3,en,obj_rc,noun,0.9897005045595519,21603
0.9,3,en,obj_rc,aux,1.0,7201
0.9,3,en,obj_rc,part,1.0,7283
0.9,3,en,obj_rc,rel,1.0,7201
0.9,3,en,obj_rc,verb,1.0,7119
0.9,3,en,plain,det,1.0,14424
0.9,3,en,plain,noun,0.9900859678313921,14424
0.9,3,en,plain,aux,1.0,7212
0.9,3,en,plain,part,1.0,7212
0.9,3,nl,subj_pp,verb,0.0,2919
0.9,3,nl,obj_pp,prep,0.10999593109995931,14746
0.9,3,nl,obj_pp,det,0.0,21384
0.9,3,nl,obj_pp,noun,0.009921658769995779,21317
0.9,3,nl,obj_pp,aux,0.0,6410
0.9,3,en,subj_rc,det,1.0,21660
0.9,3,en,subj_rc,noun,0.9892659279778393,21660
0.9,3,en,subj_rc,rel,1.0,7220
0.9,3,en,subj_rc,verb,1.0,7129
0.9,3,en,subj_rc,aux,1.0,7220
0.9,3,en,subj_rc,part,1.0,7311
0.9,3,en,subj_pp,det,1.0,21165
0.9,3,en,subj_pp,noun,0.9897708480982754,21165
0.9,3,en,subj_pp,prep,0.9155209071580439,7055
0.9,3,en,subj_pp,aux,1.0,7055
0.9,3,en,subj_pp,part,1.0,7055
0.9,3,en,obj_pp,det,1.0,21537
0.9,3,en,obj_pp,noun,0.9901100431815016,21537
0.9,3,en,obj_pp,aux,1.0,7179
0.9,3,en,obj_pp,part,1.0,7179
0.9,3,en,obj_pp,prep,0.917746204206714,7179
0.9,3,nl,subj_rc,aux,0.0,14459
0.9,3,nl,subj_rc,det,0.0,21345
0.9,3,nl,subj_rc,noun,0.010033977489912933,18836
0.9,3,nl,subj_rc,verb,0.0005366726296958855,5590
0.9,3,nl,subj_rc,part,0.0,7240
0.9,3,nl,subj_rc,rel,0.0,4860
0.9,3,nl,obj_pp,part,0.0,324
0.9,3,nl,plain,prep,0.1896551724137931,29
0.9,3,nl,obj_rc,prep,0.2,10
0.9,3,nl,obj_pp,verb,0.0,6
0.9,3,nl,obj_pp,rel,0.0,1
0.0,1,nl,subj_pp+obj_pp,det,0.0,28564
0.0,1,nl,subj_pp+obj_pp,noun,0.010380198851701442,28564
0.0,1,nl,subj_pp+obj_pp,prep,0.08412687298697662,14282
0.0,1,nl,subj_pp+obj_pp,aux,0.0,7141
0.0,1,nl,subj_pp+obj_pp,part,0.0,7141
0.0,1,nl,subj_pp,prep,0.0643131604226705,10410
0.0,1,nl,subj_pp,det,0.0,19264
0.0,1,nl,subj_pp,noun,0.010840865238143597,19694
0.0,1,nl,subj_pp,aux,0.0,7031
0.0,1,nl,subj_pp,part,0.0,6951
0.0,1,nl,obj_pp,aux,0.0,11062
0.0,1,nl,obj_pp,det,0.0,21571
0.0,1,nl,obj_pp,noun,0.009574910957953651,21619
0.0,1,nl,obj_pp,rel,0.0,1
0.0,1,nl,obj_pp,prep,0.08127741228070176,7296
0.0,1,en,subj_pp,prep,0.48973214285714284,3360
0.0,1,en,subj_pp,det,0.0,5831
0.0,1,en,subj_pp,noun,0.02088167053364269,7758
0.0,1,en,subj_pp,aux,0.0,18282
0.0,1,en,subj_pp,part,0.0,13437
0.0,1,en,plain,det,0.0,12042
0.0,1,en,plain,noun,0.0055486024196912806,11985
0.0,1,en,plain,aux,0.0,6222
0.0,1,en,plain,part,0.0,6278
0.0,1,nl,obj_pp,part,0.0,3458
0.0,1,en,subj_rc,aux,0.0,17622
0.0,1,en,subj_rc,part,0.0,14474
0.0,1,en,subj_rc,noun,0.009562688737277709,8941
0.0,1,en,subj_rc,rel,0.0,7079
0.0,1,en,subj_rc,verb,0.0,11777
0.0,1,en,subj_pp,verb,0.0,14430
0.0,1,nl,plain,det,0.0,14315
0.0,1,nl,plain,noun,0.00960530911631156,14315
0.0,1,nl,plain,aux,0.0,7162
0.0,1,nl,plain,part,0.0,7162
0.0,1,en,obj_pp,aux,0.0,20156
0.0,1,en,obj_pp,prep,0.4980952380952381,2100
0.0,1,en,obj_pp,det,0.0,5953
0.0,1,en,obj_pp,noun,0.01957361924947014,8021
0.0,1,en,obj_pp,part,0.0,13584
0.0,1,nl,subj_rc,det,0.0,21741
0.0,1,nl,subj_rc,noun,0.01033799963160803,21716
0.0,1,nl,subj_rc,rel,0.0,7175
0.0,1,nl,subj_rc,verb,0.0,7150
0.0,1,nl,subj_rc,aux,0.0,7432
0.0,1,nl,subj_rc,part,0.0,7246
0.0,1,en,obj_rc,aux,0.0,22930
0.0,1,en,obj_rc,part,0.0,21022
0.0,1,en,obj_rc,verb,0.0,9186
0.0,1,en,obj_rc,rel,0.0,8289
0.0,1,nl,obj_rc,det,0.0,21489
0.0,1,nl,obj_rc,noun,0.00933086751849361,17844
0.0,1,nl,obj_rc,aux,0.0,14141
0.0,1,nl,obj_rc,rel,0.0,3869
0.0,1,nl,obj_rc,verb,0.0,7124
0.0,1,nl,obj_rc,part,0.0,7163
0.0,1,en,subj_pp+obj_pp,det,0.0,4553
0.0,1,en,subj_pp+obj_pp,part,0.0,1491
0.0,1,en,subj_pp+obj_pp,prep,0.4419383653416704,2239
0.0,1,en,subj_pp+obj_pp,noun,0.018584801762114536,3632
0.0,1,en,subj_pp+obj_pp,aux,0.0,1139
0.0,1,en,subj_rc,det,0.0,9382
0.0,1,en,obj_rc,det,0.0,2761
0.0,1,en,obj_rc,noun,0.01942487145305656,5251
0.0,1,en,obj_pp,verb,0.0,14437
0.0,1,en,subj_pp,rel,0.0,568
0.0,1,en,subj_pp+obj_pp,verb,0.0,614
0.0,1,en,plain,rel,0.0,752
0.0,1,en,obj_pp,rel,0.0,621
0.0,1,en,plain,verb,0.0,53
0.0,1,nl,subj_pp,verb,0.0,97
0.0,1,en,subj_rc,prep,0.0,5
0.0,1,en,obj_rc,prep,0.0,1
0.0,1,nl,subj_pp,rel,0.0,3
0.0,2,en,subj_rc,aux,0.0,8267
0.0,2,en,subj_rc,det,0.0,2009
0.0,2,en,subj_rc,noun,0.011657303370786517,3560
0.0,2,en,subj_rc,part,0.0,3456
0.0,2,en,obj_rc,aux,0.0,21220
0.0,2,en,obj_rc,part,0.0,14182
0.0,2,en,obj_rc,noun,0.007810153199158907,6658
0.0,2,nl,subj_pp+obj_pp,det,0.0,28500
0.0,2,nl,subj_pp+obj_pp,noun,0.010298245614035088,28500
0.0,2,nl,subj_pp+obj_pp,prep,0.08305263157894736,14250
0.0,2,nl,subj_pp+obj_pp,aux,0.0,7125
0.0,2,nl,subj_pp+obj_pp,part,0.0,7125
0.0,2,nl,subj_pp,det,0.0,20521
0.0,2,nl,subj_pp,noun,0.01070314023795592,20508
0.0,2,nl,subj_pp,prep,0.08528428093645485,6877
0.0,2,nl,subj_pp,aux,0.0,6843
0.0,2,nl,subj_pp,part,0.0,6819
0.0,2,nl,plain,det,0.0,14268
0.0,2,nl,plain,noun,0.0097771236333053,14268
0.0,2,nl,plain,aux,0.0,7134
0.0,2,nl,plain,part,0.0,7134
0.0,2,nl,obj_pp,det,0.0,21083
0.0,2,nl,obj_pp,noun,0.00962913528458385,20978
0.0,2,nl,obj_pp,aux,0.0,7257
0.0,2,nl,obj_pp,prep,0.08578151739874501,7012
0.0,2,nl,obj_pp,part,0.0,6922
0.0,2,nl,subj_rc,det,0.0,19134
0.0,2,nl,subj_rc,noun,0.011053621825023518,19134
0.0,2,nl,subj_rc,rel,0.0,6378
0.0,2,nl,subj_rc,verb,0.0,6378
0.0,2,nl,subj_rc,aux,0.0,6378
0.0,2,nl,subj_rc,part,0.0,6378
0.0,2,nl,obj_rc,det,0.0,18909
0.0,2,nl,obj_rc,noun,0.010735628536675658,18909
0.0,2,nl,obj_rc,aux,0.0,6303
0.0,2,nl,obj_rc,rel,0.0,6303
0.0,2,nl,obj_rc,verb,0.0,6303
0.0,2,nl,obj_rc,part,0.0,6303
0.0,2,en,subj_pp,aux,0.0,5237
0.0,2,en,subj_pp,noun,0.011850311850311851,2405
0.0,2,en,subj_pp,prep,0.5,1197
0.0,2,en,subj_pp,det,0.0,1442
0.0,2,en,subj_pp,part,0.0,1275
0.0,2,en,subj_pp+obj_pp,det,0.0,4947
0.0,2,en,subj_pp+obj_pp,noun,0.005354617094362498,4949
0.0,2,en,subj_pp+obj_pp,prep,0.4969672462596037,2473
0.0,2,en,subj_pp+obj_pp,aux,0.0,1238
0.0,2,en,subj_pp+obj_pp,part,0.0,1237
0.0,2,en,plain,aux,0.0,3450
0.0,2,en,plain,part,0.0,677
0.0,2,en,obj_rc,det,0.0,701
0.0,2,en,obj_pp,aux,0.0,449
0.0,2,en,obj_pp,det,0.0,201
0.0,2,en,obj_pp,noun,0.009541984732824428,262
0.0,2,en,obj_pp,part,0.0,139
0.0,2,en,obj_pp,prep,0.5,74
0.0,2,en,obj_rc,verb,0.0,49
0.0,2,en,plain,det,0.0,20
0.0,2,en,plain,noun,0.0,17
0.0,2,nl,subj_pp,verb,0.0,19
0.0,2,en,subj_rc,verb,0.0,8
0.0,3,nl,subj_pp+obj_pp,det,0.0,28744
0.0,3,nl,subj_pp+obj_pp,noun,0.010176036738101866,28744
0.0,3,nl,subj_pp+obj_pp,prep,0.0827650988032285,14372
0.0,3,nl,subj_pp+obj_pp,aux,0.0,7186
0.0,3,nl,subj_pp+obj_pp,part,0.0,7186
0.0,3,nl,obj_rc,aux,0.0,11827
0.0,3,nl,obj_rc,det,0.0,17623
0.0,3,nl,obj_rc,noun,0.011828780529316654,11751
0.0,3,nl,obj_rc,rel,0.0,5708
0.0,3,nl,obj_rc,verb,0.0,5876
0.0,3,nl,obj_rc,part,0.0,5965
0.0,3,nl,plain,aux,0.0,9477
0.0,3,nl,plain,det,0.0,13607
0.0,3,nl,plain,noun,0.011367118083215883,16319
0.0,3,nl,plain,part,0.0,1878
0.0,3,nl,plain,prep,0.367986798679868,303
0.0,3,en,subj_pp+obj_pp,det,0.0,26021
0.0,3,en,subj_pp+obj_pp,noun,0.05765880603356703,23535
0.0,3,en,subj_pp+obj_pp,prep,0.36419934041773544,13645
0.0,3,en,subj_pp+obj_pp,aux,0.0,6504
0.0,3,en,subj_pp+obj_pp,part,0.0,6502
0.0,3,en,plain,aux,0.0,14157
0.0,3,en,plain,det,0.0,17508
0.0,3,en,plain,noun,0.0743047830923248,4495
0.0,3,en,plain,part,0.0,3802
0.0,3,en,plain,prep,0.49129505192425166,3274
0.0,3,nl,subj_pp,aux,0.0,9418
0.0,3,nl,subj_pp,det,0.0,14205
0.0,3,nl,subj_pp,noun,0.011161182142108572,9542
0.0,3,nl,subj_pp,prep,0.11033608116677235,4731
0.0,3,nl,subj_pp,verb,0.0,3644
0.0,3,en,subj_pp+obj_pp,verb,0.0,1697
0.0,3,nl,subj_rc,aux,0.0,12764
0.0,3,nl,subj_rc,det,0.0,15366
0.0,3,nl,subj_rc,noun,0.011777301927194861,13076
0.0,3,nl,subj_rc,rel,0.0,2575
0.0,3,nl,subj_rc,part,0.0,5803
0.0,3,en,subj_pp,det,0.0,6087
0.0,3,en,subj_pp,noun,0.05511487964989059,3656
0.0,3,en,subj_pp,prep,0.4858559882439383,2722
0.0,3,en,subj_pp,aux,0.0,2881
0.0,3,en,subj_pp,verb,0.0,460
0.0,3,en,subj_pp,part,0.0,1843
0.0,3,en,subj_rc,det,0.0,4266
0.0,3,en,subj_rc,noun,0.11213793103448276,3625
0.0,3,en,subj_rc,aux,0.0,3093
0.0,3,en,subj_rc,verb,0.0,1814
0.0,3,en,subj_rc,part,0.0,1422
0.0,3,nl,subj_rc,verb,0.0,2401
0.0,3,en,obj_rc,det,0.0,2058
0.0,3,en,obj_rc,noun,0.24786324786324787,1638
0.0,3,en,obj_rc,aux,0.0,1415
0.0,3,en,obj_rc,prep,0.3634686346863469,271
0.0,3,en,obj_rc,part,0.0,957
0.0,3,en,obj_rc,verb,0.0,521
0.0,3,nl,subj_pp,part,0.0,1093
0.0,3,en,obj_pp,aux,0.0,4036
0.0,3,en,obj_pp,det,0.0,6989
0.0,3,en,obj_pp,noun,0.027059077188443293,4638
0.0,3,en,obj_pp,part,0.0,1834
0.0,3,nl,obj_pp,aux,0.0,1401
0.0,3,nl,obj_pp,det,0.0,3335
0.0,3,nl,obj_pp,noun,0.00792393026941363,3155
0.0,3,nl,obj_pp,prep,0.1988685813751088,1149
0.0,3,en,obj_pp,prep,0.43506172839506174,2025
0.0,3,nl,obj_pp,part,0.0,995
0.0,3,en,obj_pp,verb,0.0,431
0.0,3,nl,plain,verb,0.0,25
0.0,3,nl,obj_pp,verb,0.0,9
0.0,3,nl,subj_rc,prep,0.4,5
0.0,3,nl,plain,rel,0.0,1
1.0,1,en,subj_pp,det,1.0,21231
1.0,1,en,subj_pp,noun,0.9895671423861335,21231
1.0,1,en,subj_pp,prep,0.9161367811219443,7077
1.0,1,en,subj_pp,aux,1.0,7077
1.0,1,en,subj_pp,part,1.0,7077
1.0,1,en,plain,det,1.0,14330
1.0,1,en,plain,noun,0.9903698534542917,14330
1.0,1,en,plain,aux,1.0,7165
1.0,1,en,plain,part,1.0,7165
1.0,1,nl,plain,det,1.0,14318
1.0,1,nl,plain,noun,0.9900879519754293,14326
1.0,1,nl,plain,aux,1.0,7159
1.0,1,nl,plain,part,1.0,7151
1.0,1,en,obj_pp,det,1.0,21636
1.0,1,en,obj_pp,noun,0.990293954520244,21636
1.0,1,en,obj_pp,aux,1.0,7212
1.0,1,en,obj_pp,part,1.0,7212
1.0,1,en,obj_pp,prep,0.918191902384914,7212
1.0,1,en,subj_pp+obj_pp,det,1.0,28668
1.0,1,en,subj_pp+obj_pp,noun,0.9898318682851961,28668
1.0,1,en,subj_pp+obj_pp,prep,0.9172945444397935,14334
1.0,1,en,subj_pp+obj_pp,aux,1.0,7167
1.0,1,en,subj_pp+obj_pp,part,1.0,7167
1.0,1,en,obj_rc,det,1.0,21411
1.0,1,en,obj_rc,noun,0.9895847928634813,21411
1.0,1,en,obj_rc,aux,1.0,7137
1.0,1,en,obj_rc,part,1.0,7224
1.0,1,en,obj_rc,rel,1.0,7137
1.0,1,en,obj_rc,verb,1.0,7050
1.0,1,nl,subj_pp,det,1.0,3592
1.0,1,nl,subj_pp,noun,0.9867798497077651,3593
1.0,1,nl,subj_pp,prep,0.5033557046979866,1192
1.0,1,nl,subj_pp,aux,1.0,1196
1.0,1,nl,subj_pp,part,1.0,1200
1.0,1,en,subj_rc,det,1.0,15111
1.0,1,en,subj_rc,noun,0.9911816578483245,15309
1.0,1,en,subj_rc,rel,1.0,4281
1.0,1,en,subj_rc,aux,1.0,4162
1.0,1,en,subj_rc,part,1.0,2013
1.0,1,nl,subj_pp+obj_pp,det,1.0,4416
1.0,1,nl,subj_pp+obj_pp,noun,0.9841814370116256,5247
1.0,1,nl,subj_pp+obj_pp,prep,0.5,1319
1.0,1,nl,subj_pp+obj_pp,aux,1.0,1145
1.0,1,nl,subj_pp+obj_pp,part,1.0,1121
1.0,1,nl,obj_pp,det,1.0,3505
1.0,1,nl,obj_pp,noun,0.9889204545454545,3520
1.0,1,nl,obj_pp,aux,1.0,1167
1.0,1,nl,obj_pp,part,1.0,1151
1.0,1,nl,obj_pp,prep,0.5034217279726262,1169
1.0,1,en,subj_rc,verb,1.0,1933
1.0,1,nl,obj_rc,det,1.0,353
1.0,1,nl,obj_rc,noun,0.9751693002257337,443
1.0,1,nl,obj_rc,aux,1.0,113
1.0,1,nl,obj_rc,part,1.0,118
1.0,1,nl,obj_rc,rel,1.0,99
1.0,1,nl,obj_rc,verb,1.0,4
1.0,1,nl,subj_rc,det,1.0,18
1.0,1,nl,subj_rc,noun,1.0,22
1.0,1,nl,subj_rc,aux,1.0,6
1.0,1,nl,subj_rc,part,1.0,6
1.0,1,nl,subj_rc,rel,1.0,6
1.0,1,nl,subj_rc,verb,1.0,2
1.0,1,en,subj_rc,prep,1.0,1
1.0,2,en,subj_rc,det,1.0,21624
1.0,2,en,subj_rc,noun,0.9893174250832408,21624
1.0,2,en,subj_rc,rel,1.0,7208
1.0,2,en,subj_rc,verb,1.0,7121
1.0,2,en,subj_rc,aux,1.0,7208
1.0,2,en,subj_rc,part,1.0,7295
1.0,2,en,obj_rc,det,1.0,21693
1.0,2,en,obj_rc,noun,0.9894896971373254,21693
1.0,2,en,obj_rc,aux,1.0,7231
1.0,2,en,obj_rc,part,1.0,7313
1.0,2,en,obj_rc,rel,1.0,7231
1.0,2,en,obj_rc,verb,1.0,7149
1.0,2,en,subj_pp,det,1.0,21123
1.0,2,en,subj_pp,noun,0.9895138001230885,21123
1.0,2,en,subj_pp,prep,0.9154239454622923,7041
1.0,2,en,subj_pp,aux,1.0,7041
1.0,2,en,subj_pp,part,1.0,7041
1.0,2,nl,subj_pp,det,1.0,12788
1.0,2,nl,subj_pp,noun,0.9868643046517233,12447
1.0,2,nl,subj_pp,aux,1.0,4240
1.0,2,nl,subj_pp,part,1.0,7253
1.0,2,nl,subj_pp,prep,0.6632313829787234,1504
1.0,2,nl,obj_pp,det,1.0,11913
1.0,2,nl,obj_pp,noun,0.9876146395817262,11667
1.0,2,nl,obj_pp,aux,1.0,3934
1.0,2,nl,obj_pp,part,1.0,7073
1.0,2,en,plain,det,1.0,14352
1.0,2,en,plain,noun,0.9903497770345596,14352
1.0,2,en,plain,aux,1.0,7176
1.0,2,en,plain,part,1.0,7176
1.0,2,nl,plain,det,1.0,8236
1.0,2,nl,plain,noun,0.9844648318042813,8175
1.0,2,nl,plain,aux,1.0,4100
1.0,2,nl,plain,part,1.0,4161
1.0,2,en,subj_pp+obj_pp,det,1.0,28664
1.0,2,en,subj_pp+obj_pp,noun,0.9899176667596986,28664
1.0,2,en,subj_pp+obj_pp,prep,0.9168643594753,14332
1.0,2,en,subj_pp+obj_pp,aux,1.0,7166
1.0,2,en,subj_pp+obj_pp,part,1.0,7166
1.0,2,nl,subj_pp+obj_pp,det,1.0,12621
1.0,2,nl,subj_pp+obj_pp,noun,0.9882629107981221,11502
1.0,2,nl,subj_pp+obj_pp,prep,0.7523862998315554,3562
1.0,2,nl,subj_pp+obj_pp,aux,1.0,2299
1.0,2,nl,subj_pp+obj_pp,part,1.0,5762
1.0,2,nl,obj_pp,prep,0.5081799591002045,978
1.0,2,en,obj_pp,det,1.0,21510
1.0,2,en,obj_pp,noun,0.9901441190144119,21510
1.0,2,en,obj_pp,aux,1.0,7170
1.0,2,en,obj_pp,part,1.0,7170
1.0,2,en,obj_pp,prep,0.9184797768479777,7170
1.0,2,nl,subj_pp+obj_pp,verb,1.0,62
1.0,2,nl,obj_rc,det,1.0,160
1.0,2,nl,obj_rc,part,1.0,98
1.0,2,nl,obj_rc,noun,1.0,62
1.0,2,nl,subj_rc,det,1.0,228
1.0,2,nl,subj_rc,part,1.0,148
1.0,2,nl,subj_rc,noun,0.9886363636363636,88
1.0,2,nl,obj_pp,verb,1.0,48
1.0,2,nl,subj_pp,verb,1.0,81
1.0,2,nl,subj_rc,rel,1.0,9
1.0,2,nl,subj_rc,verb,1.0,9
1.0,2,nl,subj_rc,aux,1.0,8
1.0,3,nl,subj_pp,det,1.0,20014
1.0,3,nl,subj_pp,part,1.0,3358
1.0,3,nl,subj_pp,noun,0.9898613697496379,9666
1.0,3,nl,plain,det,1.0,7441
1.0,3,nl,plain,noun,0.977913397268236,6882
1.0,3,nl,plain,aux,1.0,3360
1.0,3,nl,plain,part,1.0,3635
1.0,3,en,subj_pp+obj_pp,det,1.0,28500
1.0,3,en,subj_pp+obj_pp,noun,0.9897368421052631,28500
1.0,3,en,subj_pp+obj_pp,prep,0.9164210526315789,14250
1.0,3,en,subj_pp+obj_pp,aux,1.0,7125
1.0,3,en,subj_pp+obj_pp,part,1.0,7125
1.0,3,en,obj_rc,det,1.0,21603
1.0,3,en,obj_rc,noun,0.9897005045595519,21603
1.0,3,en,obj_rc,aux,1.0,7201
1.0,3,en,obj_rc,part,1.0,7283
1.0,3,en,obj_rc,rel,1.0,7201
1.0,3,en,obj_rc,verb,1.0,7119
1.0,3,en,plain,det,1.0,14424
1.0,3,en,plain,noun,0.9900859678313921,14424
1.0,3,en,plain,aux,1.0,7212
1.0,3,en,plain,part,1.0,7212
1.0,3,nl,obj_pp,det,1.0,18938
1.0,3,nl,obj_pp,noun,0.9918712493180578,9165
1.0,3,nl,obj_pp,aux,1.0,1432
1.0,3,nl,obj_pp,part,1.0,3402
1.0,3,en,subj_rc,det,1.0,21692
1.0,3,en,subj_rc,noun,0.9892703862660944,21669
1.0,3,en,subj_rc,rel,1.0,7202
1.0,3,en,subj_rc,verb,1.0,7111
1.0,3,en,subj_rc,aux,1.0,7217
1.0,3,en,subj_rc,part,1.0,7309
1.0,3,nl,subj_pp,aux,1.0,912
1.0,3,en,subj_pp,det,1.0,21165
1.0,3,en,subj_pp,noun,0.9897708480982754,21165
1.0,3,en,subj_pp,prep,0.9155209071580439,7055
1.0,3,en,subj_pp,aux,1.0,7055
1.0,3,en,subj_pp,part,1.0,7055
1.0,3,en,obj_pp,det,1.0,21537
1.0,3,en,obj_pp,noun,0.9901100431815016,21537
1.0,3,en,obj_pp,aux,1.0,7179
1.0,3,en,obj_pp,part,1.0,7179
1.0,3,en,obj_pp,prep,0.917746204206714,7179
1.0,3,nl,subj_rc,det,1.0,14888
1.0,3,nl,subj_rc,part,1.0,6958
1.0,3,nl,subj_rc,noun,0.9645966337782936,10338
1.0,3,nl,subj_rc,aux,1.0,2466
1.0,3,nl,obj_pp,prep,0.5,885
1.0,3,nl,obj_rc,det,1.0,17784
1.0,3,nl,obj_rc,part,1.0,8106
1.0,3,nl,obj_rc,noun,0.9596929958320626,9837
1.0,3,nl,subj_pp+obj_pp,det,1.0,12663
1.0,3,nl,subj_pp+obj_pp,noun,0.9778761061946902,6441
1.0,3,nl,subj_pp+obj_pp,prep,0.5023923444976076,836
1.0,3,nl,subj_pp+obj_pp,aux,1.0,396
1.0,3,nl,subj_pp+obj_pp,part,1.0,6088
1.0,3,nl,obj_rc,aux,1.0,613
1.0,3,nl,subj_pp,prep,0.5,511
