prop,run_id,run_dir,nl_exact,nl_avg_fr,nl_avg_nl,nl_part_final,fr_exact,fr_avg_fr,fr_avg_nl,fr_part_final,overall_exact
0.2,1,/n/home06/drooryck/circuits_languages_2/jul_1/results/sweep/p20_run1,0.13636363636363635,0.0,1.0,1.0,0.9333333333333333,1.0,0.0,0.0,0.5961538461538461
0.2,2,/n/home06/drooryck/circuits_languages_2/jul_1/results/sweep/p20_run2,0.6086956521739131,0.0,1.0,1.0,0.9655172413793104,1.0,0.0,0.0,0.8076923076923077
0.8,1,/n/home06/drooryck/circuits_languages_2/jul_1/results/sweep/p80_run1,0.13636363636363635,0.0,1.0,1.0,0.9333333333333333,1.0,0.0,0.0,0.5961538461538461
0.8,2,/n/home06/drooryck/circuits_languages_2/jul_1/results/sweep/p80_run2,0.6086956521739131,0.0,1.0,1.0,0.9655172413793104,1.0,0.0,0.0,0.8076923076923077
