prop,fr_acc,nl_acc
0.0,0.0,1.0
0.1,1.0,0.0
0.1,1.0,1.0
0.2,1.0,0.9938720796629644
0.3,0.9926555856204098,0.9831482190731521
0.4,1.0,0.9502106472615856
0.5,1.0,1.0
0.6,0.9988403556242752,0.9946380697050938
0.7,0.968689601855431,0.9375718115664496
0.8,1.0,0.9823822290310226
0.9,1.0,0.9459977020298737
